site_id,year,N_fert_grower,N_fert_reduced,dul_dep,ll15_dep,root_depth,whc,LAI_max,rain_annual,day_sow,swdef_photo_fw,swdef_expan_fw,swdef_pheno_fw,L1,day_v5,sw_dep_v5,biomass_v5,surfaceom_wt_v5,root_wt_v5,lai_v5,oc_20cm_v5,oc_40cm_v5,n_20cm_v5,n_40cm_v5,n_60cm_v5,n_0_60cm_v5,n_deep_v5,esw_pct_v5,water_table_v5,sand_40cm,om_40cm,clay_40cm,restriction,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,tmean_1,tmean_2,tmean_3,tmean_4,tmean_5,tmean_6,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,Y_corn_lt_avg,lat,long,P,junk1,junk2,junk3,junk4,junk5,junk6,junk7,junk8,junk9,junk10,junk11,junk12,junk13,junk14,junk15
2409,2018,180,140,619.2,337.8,2000,281.4,3.229,1058,NA,1,1,1,31.82,140,643.7,636.7,478.1,920,0.574,2.511,2.423,11.9,18.09,22.58,52.58,NA,1,2000,3.989,4.042,28.37,NA,251,67,149,71,54,466,-0.5072,15.26,23.26,24.98,23.47,12.35,11.89,21.29,19.7,18.61,20.59,11.9,13350,40.14,-88.65,1936,60,9.29,165517,30.3,10,NA,NA,4.01,F5,F2,0,0,40,122,F1
2414,2017,170,130,564.7,318,2000,246.7,3.232,848,104,0.9963,0.9823,NA,22.72,141,647.9,816.6,366.8,798.6,0.618,2.989,2.976,10.14,23.47,35.14,68.75,52.74,1,17.85,7.511,4.941,29.36,250,205,205,32,21,63,322,4.238,15.45,21.66,22.83,24.35,12.02,11.77,19.38,22.41,21.22,19.13,12.15,13320,40.15,-88.34,NA,48,NA,97883,22.7,9,11.6,NA,12,F5,F1,0,0,25,122,F1
2424,2017,180,140,572,329.5,1985,242.4,3.222,860,104,0.9922,0.962,NA,11.95,140,NA,NA,398.7,826.1,NA,2.958,NA,9.971,22.07,33.47,65.51,52.41,1,19.75,7.177,4.855,29.46,NA,177,237,NA,30,64,292,4.365,15.52,21.43,22.74,24.32,12.1,11.75,NA,22.03,21.13,19.44,12.17,13130,40.14,-88.12,1931,45,9.29,101825,NA,9,13.6,22.7,20.1,F5,F1,0,0,45,122,F1
2425,2018,160,120,578.8,343.8,1912,234.9,3.086,1115,104,1,1,1,30.5,NA,602.7,NA,433.5,876.1,0.575,2.906,2.878,15.06,22.88,28,NA,33.77,1,2000,6.987,NA,29.98,250,254,73,129,107,115,437,-0.375,15.36,23.22,24.99,23.49,12.48,11.94,20.98,NA,18.3,20.7,12,12980,40.11,-88.15,1873,24,9.29,255474,3.78,7,5.81,22.7,4.01,F5,F2,NA,0,NA,122,F1
2437,2018,180,140,618.4,344.9,1925,273.4,NA,1115,104,1,1,1,35.71,140,659.7,653.6,395.4,887.5,NA,2.334,2.278,9.224,14.88,19.46,43.56,NA,1,2000,3.277,3.829,29.23,250,279,100,91,NA,30,511,-0.2188,15.48,23.61,24.64,23.99,NA,11.89,21.09,19.98,18.46,21.81,11.89,12990,40.06,-88.97,1901,32,9.29,117963,22.7,9,5.81,11.3,4.01,F5,NA,0,0,45,122,F1
2438,2017,170,130,613.9,355.9,1824,258,3.17,815,104,0.9565,0.8785,1,3.662,141,675.2,818.6,340.2,769.8,0.621,2.128,2.053,10.4,24.54,35.59,70.53,48.89,1,18.47,5.422,3.423,25.32,250,189,207,15,32,48,324,4.363,15.49,21.43,22.92,24.85,12.2,11.59,19.48,22.92,20.81,20.06,12,12010,40.05,-88.81,NA,55,6.2,159028,22.7,9,5.81,26.5,4.01,F5,F2,0,0,40,122,F1
2441,2018,180,140,618.6,345.1,1926,273.5,NA,1097,104,1,1,1,30.69,140,650.5,645.8,375.6,880.6,0.588,NA,2.272,9.738,14.99,19.32,44.04,27.16,1,2000,3.359,NA,29.1,NA,295,88,86,92,31,505,-0.2933,15.41,23.57,24.61,23.89,12.56,11.8,21.15,20.04,NA,21.99,NA,12980,NA,-88.9,1891,50,9.29,233369,30.3,10,1.94,18.9,20.1,F5,F1,0,0,40,122,F1
2442,2017,180,140,622.8,350.8,1909,272,3.219,826,104,0.9797,0.9379,1,9.741,141,699,827.1,368.6,785.3,0.627,2.38,NA,10.27,23.91,35.04,69.23,49.24,1,17.17,4.206,3.816,27.68,250,187,216,17,30,47,329,4.368,15.54,21.44,22.92,24.81,12.22,11.66,19.45,22.91,NA,19.97,12.03,12730,40.05,-88.77,1490,28,9.29,91299,17,11,9.68,1.89,8.03,F2,NA,0,0,45,122,F1
2446,2017,180,140,618,NA,1980,278.9,3.243,834,103,0.9941,0.9805,1,16.9,141,703.4,830.4,367.4,786.4,0.627,NA,2.411,9.745,23.38,34.62,NA,49.26,1,17.37,NA,NA,29.16,250,183,217,15,28,70,321,4.308,15.53,21.66,NA,24.74,12.18,11.64,NA,22.7,20.73,18.81,12.04,NA,40.05,-88.65,1565,NA,15.5,37023,30.3,10,5.81,9.46,4.01,F5,F2,0,0,78,122,NA
2450,2017,180,140,579.3,338.8,1924,240.5,3.21,865,103,0.9902,0.9623,NA,20.31,141,NA,823.6,355.9,775.8,0.624,2.734,2.695,10.8,25.62,37.47,73.89,NA,1,18.35,6.794,NA,29.3,250,172,223,15,NA,51,358,4.323,NA,21.52,NA,24.66,12.27,11.53,19.53,22.67,20.82,19.31,12.11,12780,40.04,-88.49,1697,44,12.4,49249,30.3,10,1.94,15.1,20.1,F5,F2,0,NA,80,122,F1
2456,2017,180,140,580.4,326.5,1961,254,3.219,NA,104,0.9907,0.9589,1,24.35,141,665.2,818.3,335.1,791.3,0.63,2.729,2.676,7.977,17.83,28,53.8,49.99,1,18.96,6.477,4.462,27.92,250,221,247,19,31,63,323,4.399,15.56,21.47,22.86,NA,12.21,11.65,NA,22.45,21.05,18.64,12.31,13100,NA,-88.34,1708,42,15.5,175674,22.7,NA,5.81,22.7,4.01,F5,F2,0,0,60,122,F1
2497,2018,180,140,580.5,NA,1941,250.5,3.031,1020,103,1,1,1,31.22,139,NA,581.7,590.1,926.1,0.579,2.768,NA,NA,18.91,NA,55.06,30.48,1,2000,6.537,4.521,28.26,250,302,56,84,93,NA,438,NA,15.47,NA,24.69,NA,12.67,11.86,20.75,20.15,18.82,21.49,11.94,13030,39.93,NA,1857,20,9.29,117618,30.3,10,9.68,7.56,16.1,F5,F2,0,0,40,122,F1
2507,2018,160,120,567.9,317.3,1988,250.6,3.201,1216,104,1,1,1,43.39,NA,604.1,628.1,422.6,879.1,0.605,2.927,2.909,12.23,17.38,21.63,NA,30.37,1,2000,7.161,NA,28.34,250,335,82,186,86,50,NA,-0.3221,15.44,23.19,24.95,23.46,12.56,11.73,20.84,19.2,18.14,21.39,11.88,13310,39.93,NA,1949,24,12.4,142404,18.9,13,NA,7.56,4.01,F5,F2,0,0,40,122,F2
2535,2018,180,140,583.4,330.1,1925,253.3,3.027,1043,103,1,1,1,33.8,139,601,597.6,454.7,906.5,0.585,2.705,2.643,12.35,17.94,22.4,52.69,29.83,1,2000,6.321,NA,27.86,250,293,60,83,86,53,468,-0.2184,15.55,23.57,24.77,24.07,12.76,NA,20.86,NA,18.2,NA,12.01,13060,39.93,-88.44,1815,NA,9.29,147099,22.7,9,1.94,15.1,20.1,F5,F1,0,0,30,122,F1
2558,2017,140,100,NA,494.9,1770,NA,NA,NA,106,1,1,1,20.64,145,706.9,752.1,289.5,821.6,0.609,2.824,2.764,9.63,18.2,26.83,54.66,46.24,1,2000,6.256,4.577,40.19,207.4,279,210,113,97,55,429,NA,14.62,NA,22.43,22.93,11.04,11.52,18.6,22.48,19.25,20.68,NA,10120,40.66,-87.61,1759,NA,9.29,191982,17,11,9.68,1.89,16.1,F5,F1,0,0,55,122,F1
2569,2018,140,100,633.8,485.1,1771,148.7,2.205,1140,106,0.9883,0.9563,1,25.87,143,644.3,NA,362.9,907.9,0.624,2.891,2.816,13.31,19.32,23.52,56.16,30.27,0.996,2000,7.364,4.671,40.13,218.5,309,44,103,101,48,535,-0.783,15.01,23.26,NA,23.2,11.94,11.85,21.05,19.91,18.63,20.75,11.45,11290,40.53,NA,1437,NA,NA,188864,22.7,9,9.68,22.7,20.1,F3,NA,0,0,20,122,F1
2580,2017,180,140,549.7,311.6,2000,238.1,3.546,1235,108,1,1,NA,30.54,148,625.5,735.9,NA,769.2,0.545,2.244,2.172,7.926,14.34,21.36,43.62,43.44,1,2000,19.15,3.595,25.11,229.4,298,257,76,92,104,408,3.949,14.62,NA,22.66,21.58,10.62,11.7,19.08,21.79,20.47,NA,NA,13950,40.57,-87.45,2126,50,9.29,283676,30.3,10,5.81,5.67,4.01,F5,F2,0,0,40,122,F2
2583,2018,140,100,641.6,494.1,1713,147.5,2.191,NA,NA,0.9957,0.9683,1,32.99,NA,651.3,668.5,363.2,903.2,0.598,NA,2.812,15.83,27.2,36.51,79.54,52.22,1,2000,6.169,4.655,NA,NA,314,NA,115,108,52,532,-0.6627,15.05,23.2,24.67,23.14,11.98,11.88,20.83,NA,18.59,20.87,11.49,11100,40.45,-87.81,1443,36,15.5,223789,24.6,14,5.81,18.9,4.01,F5,F2,0,0,45,122,F2
2606,2017,170,130,622.6,402.2,1747,220.4,3.145,1218,106,0.9991,0.9844,1,20.19,144,697.8,797.6,293.3,770.2,0.608,2.246,2.082,7.244,13.85,21.62,42.72,45.56,1,2000,11.32,3.421,29.91,164.2,264,262,96,NA,NA,442,4.248,15.08,21.88,22.52,23.24,11.55,NA,18.86,NA,19.58,19.87,11.63,12280,40.33,-87.61,1902,32,18.6,206051,30.3,10,7.75,9.46,16.1,NA,F2,0,0,NA,122,NA
2680,2017,160,120,NA,321.5,1974,254.9,NA,944,104,1,0.9969,1,12.8,140,637.2,786.8,285.4,747.4,0.616,2.795,2.752,10.35,20.35,30.32,61.03,51.74,1,365.9,6.443,4.589,27.88,250,210,272,81,46,59,276,4.644,15.82,21.12,22.73,24.47,12.24,11.82,18.78,22.22,20.1,19.21,12.08,13290,39.93,-87.79,2051,33,9.29,66278,24.6,14,9.68,NA,8.03,F5,F1,0,0,40,122,F1
2695,2018,170,130,568.8,322,1980,246.8,3.23,1243,104,1,1,1,51.07,140,618.6,604.8,416.2,883.5,0.611,2.817,2.791,12.79,20.76,28.88,62.43,49.19,1,342.8,7.473,4.64,28.77,NA,337,96,215,81,NA,491,-0.2019,15.53,23.22,25.08,23.53,12.66,11.82,20.73,18.9,18.04,22.23,11.83,13130,39.85,-87.91,NA,41,9.29,101290,22.7,9,1.94,22.7,20.1,F5,NA,0,0,40,122,F1
2703,2018,170,130,582.7,330.1,1925,252.7,3.235,1218,NA,1,NA,1,40.33,139,616.7,559.3,433,889.3,0.574,2.719,2.659,13.56,22.39,31.25,67.2,51.26,1,2000,6.37,4.433,27.95,250,329,76,162,70,21,560,-0.2694,15.47,23.25,24.73,23.94,12.81,11.7,20.83,19.43,18.64,23,11.81,13180,39.82,-87.66,1965,71,9.29,163385,NA,10,13.6,22.7,8.03,F5,F2,0,0,35,122,F2
2738,2017,200,160,604.8,314.7,2000,290.1,3.553,895,NA,1,1,1,16.95,137,645.8,767.8,298.9,750.9,0.547,NA,NA,8.811,19.87,NA,59.12,49.26,1,2000,4,3.497,22.8,250,187,186,163,81,0,278,4.325,NA,20.98,23.09,26.62,12.63,11.1,19.5,21.95,20.08,21.48,12.1,13670,39.8,-91.25,2093,27,9.29,173611,15.1,12,9.68,22.7,8.03,F5,NA,0,0,40,122,F1
2758,2017,200,160,548.8,288.2,2000,260.7,3.535,891,97,0.9956,0.9829,1,9.413,133,601.4,761.6,298.1,764.9,0.553,1.69,1.627,NA,22.38,32.12,64.32,NA,NA,2000,10.46,2.72,29.13,250,176,177,115,146,20,NA,4.601,15.41,20.92,23.72,26.88,13.69,10.66,19.32,22.46,20.01,20.52,NA,12910,39.76,-91.34,2016,58,9.29,218724,11.3,4,5.81,9.46,4.01,NA,F2,0,0,50,122,F1
2785,2017,200,160,489,212.9,2000,276.2,NA,945,96,1,1,1,18.66,133,540.6,765.5,294.8,746.6,0.562,1.307,1.29,6.35,16.15,25.47,47.97,42.9,NA,2000,NA,2.172,17.26,250,173,204,NA,154,29,253,4.68,15.3,20.99,23.89,26.94,13.82,10.69,18.88,21.84,19.53,20.57,12.27,13350,NA,-91.19,2021,44,15.5,219591,30.3,10,5.81,5.67,4.01,F5,F2,0,0,40,122,F1
2790,2017,200,160,524.1,NA,2000,287.3,3.551,911,97,1,1,1,14.84,NA,577.3,765.4,295,752,0.561,NA,1.549,8.152,19.3,28.88,56.33,44.27,1,2000,8.48,2.515,21.41,250,169,194,127,131,24,266,4.709,15.51,20.99,23.82,26.94,13.75,10.71,NA,21.97,19.65,20.73,12.32,13420,39.65,-91.14,2033,19,9.29,57145,22.7,9,9.68,15.1,16.1,F5,F1,0,0,25,122,F1
2794,2018,200,160,NA,334.2,2000,278.9,3.22,1016,101,0.9933,0.9596,1,38.45,137,644.5,673.9,385.4,850.1,0.598,1.957,1.788,13.38,25.34,35.12,73.84,48.59,1,NA,3.99,2.948,24.64,250,256,66,52,53,28,561,0.09901,15.72,24.02,NA,26.47,13.42,11.84,21.04,19.44,18.61,21.99,NA,12980,39.67,-90.83,1763,28,9.29,314177,1.89,6,NA,11.3,12,F3,F2,0,0,40,122,F1
2797,2017,200,160,595.1,NA,NA,NA,3.233,897,101,1,1,1,5.877,137,NA,898.5,277.9,NA,0.6294,1.486,1.376,10.88,23.82,NA,67.44,41.5,1,2000,4.398,2.27,24.36,250,184,215,138,89,1,270,4.827,15.98,20.67,23.42,26.84,13.36,11.22,NA,21.6,19.66,21.65,12.36,13310,39.69,-90.7,NA,36,9.29,248708,15.1,12,9.68,5.67,8.03,F5,F2,0,0,40,122,F1
2809,2017,180,140,684.2,475.1,1997,209.1,3.386,898,96,0.9649,0.9011,1,2.444,133,757,777.5,291.9,773.1,0.57,2.052,2.018,NA,26.21,36.41,74.34,46.63,1,2000,5.049,3.376,39.68,250,157,205,120,135,21,260,NA,15.39,21.07,23.85,26.73,14,10.79,18.99,22.19,19.92,20.49,12.37,12300,39.61,-91.13,1879,35,9.29,54317,22.7,9,5.81,9.46,4.01,F5,F2,0,1672,50,122,F1
2812,2017,200,160,569.1,327.3,2000,241.8,3.523,NA,99,1,NA,1,17.74,135,622.1,841.8,289.2,747.3,0.572,1.66,1.626,8.723,20.39,29.66,58.77,43.12,1,2000,24.48,2.696,24.28,NA,173,213,125,127,0,299,4.662,NA,21.08,23.38,27.12,13.41,11.14,19.55,21.79,19.93,21.24,12.36,13270,39.56,-91.07,2000,42,9.29,117319,22.7,9,5.81,5.67,4.01,F5,F2,0,1672,40,122,F1
2816,2017,200,160,586.7,291.2,2000,295.5,3.241,920,101,1,1,1,9.188,136,635.6,803.4,283.5,720.1,0.565,1.504,1.259,7.247,17.76,27.44,52.44,42.18,1,2000,NA,2.061,NA,250,183,225,125,96,5,286,4.921,NA,21.01,23.25,26.94,13.38,11.26,19.33,22.05,20.16,21.1,12.35,13330,39.57,-90.73,NA,46,9.29,148738,22.7,9,5.81,11.3,4.01,F5,F2,NA,1740,35,122,F1
2817,2018,200,160,602.7,308,2000,294.7,3.233,1002,101,0.9913,0.956,1,28.12,137,627.6,678.3,450.8,833.8,0.608,NA,1.504,7.843,12.36,NA,36.26,22.1,1,2000,4,NA,22.38,250,267,62,52,NA,19,552,0.3069,NA,NA,25.29,NA,NA,11.73,21.02,19.41,18.57,NA,12.17,12970,39.59,-90.77,1764,51,3.1,314007,22.7,9,NA,7.56,8.03,F5,F1,0,0,NA,NA,F1
2834,2018,180,140,663.1,449,NA,214.1,3.054,934,96,0.7213,0.4292,1,18.66,135,687.6,624.7,485.5,892,0.554,2.1,2.042,13.91,27.31,37.23,78.45,49.26,1,NA,6.731,3.405,38.17,250,252,47,45,55,NA,519,0.6094,14.26,24.33,25.76,27.33,14.08,10.99,NA,NA,18.15,21.97,12.1,11890,39.48,NA,1262,46,9.29,NA,22.7,9,11.6,5.67,8.03,F5,F2,0,0,37,122,NA
2836,2018,200,160,552.7,326.4,2000,226.3,3.435,934,96,0.8688,NA,1,34.07,135,580,624.7,485.5,876.4,0.554,1.699,1.693,13.05,25.27,34.3,NA,46.67,1,NA,33.83,2.825,27.36,250,252,47,45,55,16,519,NA,14.26,24.33,25.76,27.33,14.08,10.99,20.83,19.67,18.15,21.97,12.1,12390,39.46,-91,1458,43,6.2,33331,24.6,14,5.81,7.56,NA,F5,F2,0,0,40,122,F2
2846,2017,180,140,608.1,NA,2000,NA,3.232,824,101,1,1,1,5.762,137,NA,878.1,284.4,725.8,0.614,2.308,NA,8.515,20.14,30.73,59.38,NA,1,2000,2.811,3.828,27.28,250,180,236,90,84,10,224,4.842,15.85,20.85,23.36,26.91,13.26,11.34,19.47,22.09,20.42,21.54,12.4,13340,39.42,-90.45,2039,23,9.29,257683,18.9,13,9.68,18.9,NA,F5,F2,0,0,40,122,F1
2864,2017,180,140,616.3,337.8,2000,278.5,3.234,822,101,1,1,1,3.246,137,674.6,892.9,289.6,765.5,0.629,2.623,2.615,7.615,13.85,19.09,40.55,27.23,NA,NA,2.569,NA,28.78,250,182,246,70,92,0,232,5.109,16.02,21.11,23.55,NA,13.59,11.33,19.28,NA,20.17,NA,12.41,13100,39.41,-90.43,1955,19,NA,440417,30.3,10,9.68,NA,16.1,F5,F1,0,0,15,122,F1
2875,2018,200,160,603,314,2000,289,3.253,1072,101,1,NA,1,53.72,136,634.6,593.9,370.2,832.2,0.57,1.776,1.744,9.706,18.71,28.25,56.66,47.96,1,2000,3.896,2.918,23.82,250,271,98,81,88,12,522,0.7649,15.83,24.02,25.36,26.66,13.84,11.21,20.8,19.2,17.81,21.97,12.3,12700,39.27,-90.5,1628,32,9.29,63564,22.7,9,9.68,15.1,16.1,F3,F1,NA,0,40,122,NA
2887,2018,180,140,618.4,NA,2000,281.2,3.241,1210,102,1,1,1,NA,137,643.6,737.4,526.1,905.5,0.599,2.526,2.45,12.26,21.64,30.82,64.72,48.35,1,NA,3.679,NA,28.86,250,283,73,87,NA,71,603,-0.152,15.69,23.88,24.71,25.72,13.02,11.69,21.46,19.58,18.36,21.07,12.07,12790,NA,-90.16,1686,20,NA,NA,30.3,10,9.68,NA,16.1,F5,F2,0,0,16,NA,F1
2898,2017,180,140,620.8,338.3,NA,282.5,3.241,820,103,1,1,1,6.505,138,668.8,766.4,346.8,769.7,NA,2.427,2.31,9.134,16.22,21.57,46.92,28.38,1,2000,4.921,3.825,26.56,250,208,167,85,42,78,240,4.786,16.15,20.9,23.42,25.96,NA,11.47,19.88,21.89,20.12,19.79,12.4,13130,39.83,-89.85,1940,24,9.29,498349,18.9,13,9.68,26.5,20.1,F3,F1,0,NA,40,NA,F1
2902,2017,170,130,616.1,NA,2000,280.7,3.243,798,103,1,1,1,6.833,NA,690.3,773.3,330.5,746.4,0.609,2.567,2.522,NA,17.74,23.7,51.24,31.41,1,21.16,2.842,4.247,30.2,250,196,199,45,41,61,256,4.908,16.32,21.2,23.55,26.14,NA,11.46,19.83,22.43,20.21,19.91,12.42,13040,39.83,-89.71,1886,25,9.29,180212,22.7,9,9.68,1.89,20.1,F3,F1,0,0,40,122,F1
2915,2018,200,160,613.3,NA,2000,279.8,3.199,1102,103,1,1,NA,43.62,138,638.1,615.1,387.6,870,0.587,2.703,2.687,12.97,19.51,24.43,56.92,31.2,1,2000,2.691,4.524,31.23,250,248,75,112,95,43,529,0.3058,NA,23.98,24.81,24.99,NA,11.89,21.01,19.95,NA,21.8,12.09,NA,39.88,-89.32,1836,45,9.29,54260,30.3,10,1.94,5.67,20.1,NA,F2,0,0,99,122,NA
2916,2017,180,140,616.3,334.4,2000,281.9,3.246,790,103,1,1,1,7.56,139,686.5,763.2,NA,751.8,0.602,2.477,2.418,NA,26.11,37.69,75.84,53.21,1,19.91,3.481,4.052,28.67,250,190,186,45,49,64,256,4.908,16.24,21.28,23.56,25.94,NA,11.49,19.81,22.55,20.06,20.15,12.36,13280,39.86,-89.33,1947,52,9.29,260938,24.6,14,5.81,22.7,4.01,NA,NA,0,0,40,NA,F1
2944,2017,200,160,620.9,339.2,2000,281.8,3.246,837,NA,1,1,1,4.924,139,706.9,765.3,320.2,747.8,0.603,NA,2.368,10.31,24.37,36.51,71.18,NA,1,22.62,4.617,3.93,27.37,NA,207,229,50,51,67,233,4.888,16.3,21.06,23.49,26.09,13.03,11.43,19.71,22.52,NA,20.41,12.41,NA,39.82,-89.75,1921,35,6.2,215419,NA,10,1.94,1.89,20.1,F5,F1,0,NA,40,122,NA
2946,2017,200,160,629.8,356.5,2000,273.3,3.238,796,NA,NA,NA,1,NA,139,713.3,788.3,331.2,760.5,0.619,1.475,1.446,7.585,19.84,29.89,57.31,NA,1,NA,7.569,2.456,31,250,182,221,51,49,56,237,5.078,16.41,21.34,23.65,26.28,13.18,11.54,19.79,22.61,NA,20.16,12.42,12920,39.77,-89.57,1896,36,12.4,NA,18.9,13,5.81,22.7,4.01,NA,F2,15024,0,45,122,F2
2947,2018,180,140,614.8,NA,2000,280.4,3.204,1159,NA,1,1,1,42.29,137,645,551.9,466.8,870.3,0.543,2.59,2.563,12.6,19.56,24.8,56.96,32.03,1,2000,2.384,4.329,30.93,NA,244,72,55,165,36,587,0.4976,16.06,23.99,NA,25.58,13.37,11.82,20.93,20.06,17.73,20.98,NA,12990,39.73,-89.54,1789,38,NA,187264,22.7,NA,NA,7.56,NA,F5,F1,0,0,55,122,F1
2955,2017,200,160,616.9,333.4,2000,283.5,3.247,813,102,1,NA,1,7.807,138,NA,858.7,341.3,768.8,0.624,2.354,2.274,11.04,23.64,34.39,69.07,49.62,1,2000,4.405,NA,26.54,250,NA,167,74,58,60,255,4.956,16.15,21.04,23.56,26.13,13.15,11.42,19.84,22.71,19.34,20.63,12.38,NA,39.8,-89.38,1973,45,9.29,170846,17,NA,NA,7.56,24.1,F5,F1,0,0,40,122,F2
2961,2017,180,140,613,331.5,2000,281.4,3.229,781,101,1,1,1,5.468,137,663.6,863.4,314.9,742.9,0.602,NA,2.59,8.522,15.32,20.57,44.42,27.15,1,2000,2.332,4.362,30.27,250,180,203,104,46,15,233,4.636,15.73,20.68,23.35,26.55,13.1,11.26,19.63,22,20.56,21.18,12.5,13290,39.73,-90.28,1845,33,9.29,223212,22.7,9,1.94,5.67,20.1,NA,F2,0,0,40,122,F1
2964,2018,170,130,616.2,335.5,2000,280.7,3.241,1226,101,1,1,NA,58.65,137,646.9,697.4,NA,899.9,0.587,2.564,2.517,11.68,20.96,NA,62.98,NA,1,2000,2.902,4.236,30.1,250,284,90,78,68,NA,NA,0.01485,15.59,23.99,24.91,25.93,NA,11.6,21.53,19.51,18.47,21.13,12.03,13250,39.69,-90.3,1682,42,NA,118212,13.2,5,5.81,26.5,4.01,F5,F2,0,0,40,122,F1
2968,2018,180,140,NA,345.2,2000,277.1,3.236,1259,NA,0.9996,NA,1,NA,137,649.3,701,524.6,892.3,0.587,2.184,2.092,10.58,19.52,28.73,NA,47.34,1,2000,4.578,3.467,25.87,250,278,97,81,70,54,679,0.0495,15.59,23.93,24.93,25.84,13.24,11.68,21.41,19.78,18.23,NA,12.06,NA,39.67,-90.17,1613,40,15.5,45093,22.7,9,1.94,5.67,8.03,F5,F2,NA,0,45,6.57,F1
2975,2017,190,150,NA,347.2,2000,276.4,3.22,838,102,1,1,1,9.109,138,676,833.2,313.4,730.3,0.614,NA,2.547,10.54,22.93,33.94,67.41,51.1,1,2000,2.965,4.286,30.52,250,201,206,109,47,37,NA,4.779,15.99,20.84,23.35,26.33,13.11,11.47,19.82,22.23,20.2,20.81,12.48,13540,39.7,NA,1919,NA,12.4,455995,30.3,10,9.68,7.56,8.03,F5,F2,0,0,65,122,F2
2986,2018,180,140,632.1,357.1,2000,275,3.194,NA,102,1,1,1,41.95,137,658.2,593.5,392.3,875,0.573,2.459,NA,14.77,27.43,37.96,80.16,53.09,NA,2000,4.52,3.986,27.95,250,260,71,69,167,38,566,0.3431,15.88,23.94,24.8,25.63,13.31,11.87,21.02,19.81,17.98,21.2,12.23,13260,39.65,-89.62,1800,36,9.29,194630,NA,10,1.94,22.7,20.1,NA,F1,0,0,40,122,F1
3018,2017,200,160,627.2,348.7,2000,278.6,NA,1002,102,1,1,1,12.11,138,686.6,843.5,NA,721.3,0.625,2.483,2.374,8.655,18.14,28.15,54.94,48.8,1,NA,4.862,3.933,27.38,250,247,236,108,66,NA,295,4.978,16.1,21.03,23.44,26.48,13.24,11.45,19.41,22.59,20.25,NA,12.4,13390,39.61,-89.86,NA,28,9.29,68642,22.7,9,9.68,15.1,8.03,F5,F1,0,0,46,122,F1
3024,2017,190,150,626.8,353.6,1972,273.2,3.213,NA,102,1,1,1,7.436,138,671.5,NA,326.1,754.1,0.581,2.232,2.135,9.419,21.15,32.38,62.94,50.52,1,2000,4.472,3.542,25.32,250,218,202,108,59,57,280,5.032,16.13,NA,NA,26.42,13.3,NA,19.64,22.4,20.11,20.69,NA,NA,39.55,-89.56,1889,37,9.29,190105,22.7,9,9.68,1.89,16.1,F5,F1,0,0,55,122,F1
3043,2018,180,140,624.8,349.4,2000,275.3,3.211,1137,101,1,0.9912,1,46.55,NA,652.5,683.9,512.7,873.7,0.586,2.623,2.604,11.07,NA,NA,NA,29.05,1,2000,3.322,4.356,26.44,250,269,86,63,59,39,NA,0.1906,15.61,23.91,25,26.02,13.3,11.62,21.47,19.18,18.36,21.59,12.17,13060,39.51,-90.36,1747,40,9.29,146908,22.7,9,5.81,18.9,4.01,F5,NA,0,1902,NA,122,F2
3047,2018,190,150,636.5,364.1,2000,272.4,3.206,1165,101,0.9984,0.9871,1,50.75,137,665.1,693.5,434.8,869.7,NA,NA,2.444,10.75,15.98,NA,47.07,28.03,1,2000,4.617,NA,28.48,250,282,85,59,70,NA,627,0.3193,15.72,23.95,25.02,26.03,13.41,11.61,21.48,NA,17.77,21.47,12.15,NA,39.54,-90.22,1628,46,NA,280030,9.46,3,5.81,NA,4.01,F5,F2,0,0,40,82.1,F1
3049,2018,180,140,636.2,364.8,2000,NA,3.211,1179,101,1,NA,1,53.88,137,NA,675.1,401.4,837,NA,2.381,2.296,12.88,22.89,32.78,NA,50.55,1,2000,4.469,3.818,NA,250,NA,94,61,77,47,612,0.4703,15.8,24.03,24.96,NA,13.52,11.48,21.11,19.58,17.5,21.07,12.12,12850,39.55,-90.09,1566,33,9.29,69251,17,11,9.68,22.7,16.1,F2,F2,0,0,NA,95.3,F1
3052,2017,200,160,628.6,351.9,2000,276.8,3.228,914,102,1,1,1,6.015,138,693.4,758.5,308.6,723.9,0.573,2.465,2.377,9.108,NA,32.72,62.76,51.66,1,2000,4.692,3.948,27.45,NA,219,240,108,42,18,287,4.941,16.03,20.85,23.33,26.56,13.2,11.42,NA,22.46,20.82,21.21,12.41,NA,39.51,-89.93,1919,NA,9.29,241126,24.6,14,5.81,22.7,NA,F5,F2,0,0,40,122,F2
3100,2017,180,140,658.1,400.8,2000,257.2,3.21,962,101,1,0.9998,1,6.627,137,NA,778.9,301.7,727.1,0.557,2.584,NA,7.699,14.23,20.27,42.2,29.53,1,2000,4,4.31,30.85,250,214,251,71,NA,13,335,5.087,15.91,21,23.47,26.56,13.46,11.46,19.72,22.24,20.41,21.08,12.45,13210,39.45,-89.71,1861,50,9.29,237868,24.6,14,5.81,7.56,4.01,F5,F2,0,0,50,122,F2
